date,meal,type,name,brand,amount_g,kcal,protein_g,carbs_g,fat_g,fiber_g,sugar_g,kcal_per_g,protein_per_g,carbs_per_g,fat_per_g,fiber_per_g
2024-02-07,Mittagessen,product,"Brokkoli (Broccoli), gekocht",,100.0,27.0,2.8,2.03,0.2,2.73,2.03,0.27,0.028,0.0203,0.002,0.0273
2024-02-07,FrÃ¼hstÃ¼ck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-02-08,Snack,product,Laugenbrezel mit Butter,,70.0,241.5,5.46,36.12,8.19,0.0,0.0,3.45,0.078,0.516,0.117,0.0
2024-02-08,Abendessen,product,Tonno  rosa naturale,Coop Qualité & Prix,155.0,170.5,40.3,0.0,1.08,0.0,0.0,1.1,0.26,0.0,0.00697,0.0
2024-02-08,Abendessen,product,French Dressing,Spar,100.0,210.0,1.0,2.5,21.0,0.0,1.8,2.1,0.01,0.025,0.21,0.0
2024-02-08,Abendessen,product,Filets de poulet,,80.0,81.6,18.84,0.0,0.56,0.0,0.0,1.02,0.2355,0.0,0.007,0.0
2024-02-08,Abendessen,product,Bloch Käse,Migros Aus der Region,80.0,312.0,22.4,0.4,25.6,0.0,0.0,3.9,0.28,0.005,0.32,0.0
2024-02-08,Mittagessen,product,Erbsen und Karotten,Freshona (Lidl),140.0,81.2,4.62,7.7,0.98,6.44,3.08,0.58,0.033,0.055,0.007,0.046
2024-02-08,Mittagessen,product,Wildreis(gekocht),Globus,215.0,268.75,10.32,53.75,1.07,0.0,1.07,1.25,0.048,0.25,0.00498,0.0
2024-02-08,Mittagessen,product,Filets de poulet,,283.0,288.66,66.65,0.0,1.98,0.0,0.0,1.02,0.23551,0.0,0.007,0.0
2024-02-08,FrÃ¼hstÃ¼ck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-02-09,Abendessen,product,apero gruyère AOP,Felfel,52.0,215.8,17.16,0.52,16.12,0.0,0.0,4.15,0.33,0.01,0.31,0.0
2024-02-09,Abendessen,product,Apero tete de moine AOP,Felfel,52.0,217.88,13.0,0.1,17.84,0.0,0.0,4.19,0.25,0.00192,0.34308,0.0
2024-02-09,Abendessen,product,Apero Sbrinz AOP,Felfel,70.0,301.0,21.0,0.28,23.8,0.0,0.28,4.3,0.3,0.004,0.34,0.0
2024-02-09,FrÃ¼hstÃ¼ck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-02-09,Mittagessen,recipe,Nudelauflauf,,0.0,939.67,74.99,70.08,34.01,4.5,9.91,0,0,0,0,0
2024-02-10,Mittagessen,product,Nudeln mit Thunfisch Tomaten Soße,Selbstgemacht,100.0,599.5,33.5,94.8,7.4,0.0,0.0,5.995,0.335,0.948,0.074,0.0
2024-02-10,Mittagessen,product,Schnitzelbrötchen,,255.0,357.0,56.1,0.0,15.3,0.0,0.0,1.4,0.22,0.0,0.06,0.0
2024-02-10,FrÃ¼hstÃ¼ck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-02-11,FrÃ¼hstÃ¼ck,product,Butterzopf,Migros,40.0,122.4,3.6,20.4,2.8,0.8,1.2,3.06,0.09,0.51,0.07,0.02
2024-02-11,Snack,product,Multivitamine,Farmer,200.0,96.0,1.0,24.0,1.0,0.0,24.0,0.48,0.005,0.12,0.005,0.0
2024-02-11,Abendessen,product,"Spaghetti, gekocht",,60.0,85.8,2.99,16.89,0.29,1.22,0.1,1.43,0.04983,0.2815,0.00483,0.02033
2024-02-11,Abendessen,product,Puten-Hackfleisch,Gutstetten,300.0,393.0,68.7,0.0,12.6,0.0,0.0,1.31,0.229,0.0,0.042,0.0
2024-02-11,Snack,product,Isoclear,ESN,30.0,103.5,24.0,0.75,0.0,0.0,0.0,3.45,0.8,0.025,0.0,0.0
2024-02-12,Mittagessen,product,Erdnüsse geröstet & gesalzen ,Ültje,60.0,371.4,14.4,6.6,30.6,4.92,3.12,6.19,0.24,0.11,0.51,0.082
2024-02-12,Mittagessen,product,Gruyère,Blevita,57.0,259.5,9.0,34.5,9.0,3.75,1.5,4.55263,0.15789,0.60526,0.15789,0.06579
2024-02-12,Snack,product,Multivitamine,Farmer,200.0,96.0,1.0,24.0,1.0,0.0,24.0,0.48,0.005,0.12,0.005,0.0
2024-02-12,Mittagessen,product,Lauchgemüse mit Sauce,Selber Gemacht,100.0,170.0,2.0,3.0,16.0,1.0,3.0,1.7,0.02,0.03,0.16,0.01
2024-02-12,Mittagessen,product,Kabissalat,Hilcona,100.0,144.0,1.1,9.1,11.0,2.2,8.9,1.44,0.011,0.091,0.11,0.022
2024-02-12,Snack,product,More Clear Glow Peptides Rhabarber-Vanille,More Nutrition,60.0,211.2,49.2,2.34,0.0,0.0,0.0,3.52,0.82,0.039,0.0,0.0
2024-02-12,Snack,product,Isoclear,ESN,30.0,103.5,24.0,0.75,0.0,0.0,0.0,3.45,0.8,0.025,0.0,0.0
2024-02-13,FrÃ¼hstÃ¼ck,product,Multivitamine,Farmer,200.0,96.0,1.0,24.0,1.0,0.0,24.0,0.48,0.005,0.12,0.005,0.0
2024-02-13,FrÃ¼hstÃ¼ck,product,Capri-Sonne Multivitamin ,Capri-Sonne,200.0,62.0,1.0,14.6,1.0,0.0,14.6,0.31,0.005,0.073,0.005,0.0
2024-02-13,Mittagessen,product,Cordon bleu,Don Pollo,187.5,367.5,35.62,26.25,13.13,0.38,4.69,1.96,0.18997,0.14,0.07003,0.00203
2024-02-13,Snack,product,Isoclear,ESN,30.0,103.5,24.0,0.75,0.0,0.0,0.0,3.45,0.8,0.025,0.0,0.0
2024-02-13,Abendessen,product,Döner Kebab,,360.0,626.4,37.76,74.74,17.57,6.01,6.01,1.74,0.10489,0.20761,0.04881,0.01669
2024-02-13,Mittagessen,recipe,Kartoffelgratin,,0.0,554.54,10.85,46.19,35.43,0.17,7.16,0,0,0,0,0
2024-02-14,FrÃ¼hstÃ¼ck,product,Trutenbrust hauchdünn,Don Pollo,150.0,142.5,31.5,0.75,1.5,0.75,0.75,0.95,0.21,0.005,0.01,0.005
2024-02-14,Mittagessen,product,Kartoffelgnocchi,Mbudget,260.0,356.2,9.62,75.4,1.3,2.86,1.3,1.37,0.037,0.29,0.005,0.011
2024-02-14,Snack,product,Capri-Sonne Multivitamin ,Capri-Sonne,200.0,62.0,1.0,14.6,1.0,0.0,14.6,0.31,0.005,0.073,0.005,0.0
2024-02-14,Snack,product,Capri-Sonne Multivitamin ,Capri-Sonne,200.0,62.0,1.0,14.6,1.0,0.0,14.6,0.31,0.005,0.073,0.005,0.0
2024-02-14,Abendessen,product,"Thunfisch (in Wasser), Konserve",,265.0,265.0,60.61,1.99,1.09,0.0,0.0,1.0,0.22872,0.00751,0.00411,0.0
2024-02-14,Abendessen,product,Mayonnaise à la française,Thomy,30.0,221.7,0.27,0.09,24.42,0.03,0.06,7.39,0.009,0.003,0.814,0.001
2024-02-14,Abendessen,product,Salatsauce ,Hausgemacht,135.0,715.5,2.02,13.5,79.65,0.0,12.15,5.3,0.01496,0.1,0.59,0.0
2024-02-14,Mittagessen,recipe,Bolognese,,0.0,585.52,40.48,7.21,42.22,2.25,3.87,0,0,0,0,0
2024-02-15,FrÃ¼hstÃ¼ck,product,Pouletbrust mit Curry,Migros Don Pollo,150.0,157.5,33.0,1.35,2.1,0.9,0.75,1.05,0.22,0.009,0.014,0.006
2024-02-15,Mittagessen,product,Satay Chicken Noodles,Felfel,420.0,781.2,39.9,58.8,40.74,0.0,0.0,1.86,0.095,0.14,0.097,0.0
2024-02-15,Abendessen,product,Kokos-Schoko Cake,Felfel,100.0,371.0,3.5,36.0,23.0,0.0,16.0,3.71,0.035,0.36,0.23,0.0
2024-02-15,Snack,product,Mozzarella,Galbani,100.0,238.0,17.0,2.0,18.0,0.0,1.0,2.38,0.17,0.02,0.18,0.0
2024-02-15,Snack,product,Pouletbrust mit Curry,Migros Don Pollo,150.0,157.5,33.0,1.35,2.1,0.9,0.75,1.05,0.22,0.009,0.014,0.006
2024-02-15,Snack,product,Quarkhimmel,Migros M Classic,350.0,185.5,30.1,15.75,1.75,0.0,12.95,0.53,0.086,0.045,0.005,0.0
2024-02-15,Snack,product,"Zucker, weiß",,15.0,60.75,0.0,14.97,0.0,0.0,14.97,4.05,0.0,0.998,0.0,0.0
2024-02-15,Snack,product,"Maracuja (Passionsfrucht), frisch",,80.0,53.6,1.92,7.63,0.32,1.12,7.63,0.67,0.024,0.09538,0.004,0.014
2024-02-16,Snack,product,Apfelstrudel,,20.0,40.2,0.61,5.39,1.6,0.49,3.27,2.01,0.0305,0.2695,0.08,0.0245
2024-02-16,FrÃ¼hstÃ¼ck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-02-16,Mittagessen,recipe,Reis mit Pouletgeschnetzeltem,,0.0,356.34,29.0,36.26,10.14,1.24,3.6,0,0,0,0,0
2024-02-17,FrÃ¼hstÃ¼ck,product,Multifruchtsaft,Pure Fruit (Aldi),200.0,92.0,1.2,22.0,1.0,0.0,22.0,0.46,0.006,0.11,0.005,0.0
2024-02-17,Snack,product,Mandeln,,60.0,366.6,14.41,3.41,31.81,6.82,3.41,6.11,0.24017,0.05683,0.53017,0.11367
2024-02-17,Snack,product,Zimtzucker,Van Gilse,10.0,39.4,0.0,9.8,0.0,0.0,9.8,3.94,0.0,0.98,0.0,0.0
2024-02-17,FrÃ¼hstÃ¼ck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-02-17,Mittagessen,recipe,Reis mit Pouletgeschnetzeltem,,0.0,356.34,29.0,36.26,10.14,1.24,3.6,0,0,0,0,0
2024-02-17,Snack,recipe,Kaiserschmarrn ,,0.0,1030.95,79.78,119.77,25.48,0.0,3.53,0,0,0,0,0
2024-02-18,Snack,product,Mayonnaise à la française,Thomy,40.0,295.6,0.36,0.12,32.56,0.04,0.08,7.39,0.009,0.003,0.814,0.001
2024-02-18,Snack,product,Tomato Ketchup / Tomaten Ketchup,Heinz,15.0,15.3,0.18,3.48,0.01,0.0,3.42,1.02,0.012,0.232,0.00067,0.0
2024-02-18,Snack,product,"Delikatess Senf, mittelscharf",Thomy,5.0,5.45,0.33,0.19,0.31,0.15,0.1,1.09,0.066,0.038,0.062,0.03
2024-02-18,Snack,product,Multivitamin,Caprisonne,200.0,62.0,1.0,14.6,1.0,0.0,14.6,0.31,0.005,0.073,0.005,0.0
2024-02-18,Mittagessen,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-02-18,Snack,recipe,Poulet Gehacktes mit Linsennudeln,,0.0,623.07,55.12,57.1,17.39,7.9,6.94,0,0,0,0,0
2024-02-19,Snack,product,Darvida,,46.0,194.12,5.52,28.06,5.52,0.0,2.39,4.22,0.12,0.61,0.12,0.0
2024-02-19,Snack,product,Banane,,150.0,133.5,1.64,34.26,0.49,3.9,18.35,0.89,0.01093,0.2284,0.00327,0.026
2024-02-19,Snack,product,"Apfel (mit Schale), frisch",,130.0,84.5,0.44,18.65,0.07,2.61,13.4,0.65,0.00338,0.14346,0.00054,0.02008
2024-02-19,Snack,product,White chocolate almond ,Barebells,55.0,200.2,19.8,15.95,8.25,3.85,1.21,3.64,0.36,0.29,0.15,0.07
2024-02-19,Snack,product,Multivitamine,Farmer,200.0,96.0,1.0,24.0,1.0,0.0,24.0,0.48,0.005,0.12,0.005,0.0
2024-02-19,Mittagessen,recipe,Poulet Gehacktes mit Linsennudeln,,0.0,623.07,55.12,57.1,17.39,7.9,6.94,0,0,0,0,0
2024-02-20,FrÃ¼hstÃ¼ck,product,Darvida,,46.0,194.12,5.52,28.06,5.52,0.0,2.39,4.22,0.12,0.61,0.12,0.0
2024-02-20,FrÃ¼hstÃ¼ck,product,Banane,,150.0,133.5,1.64,34.26,0.49,3.9,18.35,0.89,0.01093,0.2284,0.00327,0.026
2024-02-20,FrÃ¼hstÃ¼ck,product,"Apfel (mit Schale), frisch",,130.0,84.5,0.44,18.65,0.07,2.61,13.4,0.65,0.00338,0.14346,0.00054,0.02008
2024-02-20,Mittagessen,product,Thon tonno ,Coop Betty Bossi,120.0,186.18,8.0,16.73,9.45,0.0,0.0,1.5515,0.06667,0.13942,0.07875,0.0
2024-02-20,Mittagessen,product,Poulet Tartare,Betty Bossi,235.0,622.75,18.57,61.1,32.9,4.23,3.76,2.65,0.07902,0.26,0.14,0.018
2024-02-20,Snack,product,White chocolate almond ,Barebells,55.0,200.2,19.8,15.95,8.25,3.85,1.21,3.64,0.36,0.29,0.15,0.07
2024-02-20,Abendessen,product,Mozzarella,Carboni,160.0,393.6,30.4,1.6,30.4,0.0,1.6,2.46,0.19,0.01,0.19,0.0
2024-02-21,Mittagessen,product,"Hackfleisch, gemischt",,280.0,627.2,54.38,0.14,45.98,0.0,0.06,2.24,0.19421,0.0005,0.16421,0.0
2024-02-21,Mittagessen,product,Kartoffelstock ,Selbergemacht,250.0,257.5,5.17,29.5,13.0,0.0,0.0,1.03,0.02068,0.118,0.052,0.0
2024-02-21,Mittagessen,product,"Brokkoli (Broccoli), gekocht",,100.0,27.0,2.8,2.03,0.2,2.73,2.03,0.27,0.028,0.0203,0.002,0.0273
2024-02-21,Mittagessen,product,Dunkle Bratensauce ,Selbstgemacht,50.0,50.0,1.75,2.6,2.5,0.0,2.5,1.0,0.035,0.052,0.05,0.0
2024-02-21,Abendessen,product,Grisettini,Grischuna,28.0,143.64,8.68,0.28,12.04,0.14,0.14,5.13,0.31,0.01,0.43,0.005
2024-02-21,Snack,product,rheintaler ribelmais,rheintaler ribelmais,50.0,184.5,4.0,37.0,2.0,0.0,0.0,3.69,0.08,0.74,0.04,0.0
2024-02-21,Abendessen,product,Isoclear,ESN,30.0,103.5,24.0,0.75,0.0,0.0,0.0,3.45,0.8,0.025,0.0,0.0
2024-02-21,FrÃ¼hstÃ¼ck,product,Mozzarella,Carboni,160.0,393.6,30.4,1.6,30.4,0.0,1.6,2.46,0.19,0.01,0.19,0.0
2024-02-22,FrÃ¼hstÃ¼ck,product,Multivitamin Saft,,200.0,76.0,0.86,20.06,0.3,0.1,20.06,0.38,0.0043,0.1003,0.0015,0.0005
2024-02-22,FrÃ¼hstÃ¼ck,product,Joghurt Mocca,Migros,180.0,172.8,6.48,24.25,5.63,0.0,22.55,0.96,0.036,0.13472,0.03128,0.0
2024-02-22,Mittagessen,product,Maisgrieß (Polenta),,100.0,354.0,8.8,73.76,1.1,5.0,1.48,3.54,0.088,0.7376,0.011,0.05
2024-02-22,Mittagessen,product,Hasenfleisch,Vom Erzeuger,30.0,45.9,9.0,0.0,1.2,0.0,0.0,1.53,0.3,0.0,0.04,0.0
2024-02-22,Abendessen,product,Grisettini,Grischuna,42.0,215.46,13.02,0.42,18.06,0.21,0.21,5.13,0.31,0.01,0.43,0.005
2024-02-22,Snack,product,Mozzarella,Mbudget,195.0,475.8,37.05,2.92,35.1,0.0,2.92,2.44,0.19,0.01497,0.18,0.0
2024-02-22,Abendessen,product,Isoclear,ESN,30.0,103.5,24.0,0.75,0.0,0.0,0.0,3.45,0.8,0.025,0.0,0.0
2024-02-22,Abendessen,product,Erbsen und Karotten,Freshona (Lidl),100.0,58.0,3.3,5.5,0.7,4.6,2.2,0.58,0.033,0.055,0.007,0.046
2024-02-22,Abendessen,product,Rösti,,100.0,164.0,3.0,20.0,8.2,1.7,0.0,1.64,0.03,0.2,0.082,0.017
2024-02-23,FrÃ¼hstÃ¼ck,product,UrDinkelbrot,Coop,40.0,92.8,3.88,17.6,0.44,1.4,0.0,2.32,0.097,0.44,0.011,0.035
2024-02-23,Mittagessen,product,Pizza poulet,Aldi,437.0,913.33,48.07,117.99,24.91,0.0,16.61,2.09,0.11,0.27,0.057,0.0
2024-02-23,Mittagessen,product,Pizza Prosciutto,Riggano,62.5,181.25,8.75,23.75,4.5,1.13,3.12,2.9,0.14,0.38,0.072,0.01808
2024-02-23,Abendessen,product,Salami,,20.0,74.2,4.71,0.11,6.18,0.0,0.0,3.71,0.2355,0.0055,0.309,0.0
2024-02-23,Abendessen,product,Magenbrot,,20.0,71.6,1.06,16.24,0.26,0.0,0.0,3.58,0.053,0.812,0.013,0.0
2024-02-23,FrÃ¼hstÃ¼ck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-02-24,FrÃ¼hstÃ¼ck,product,Multivitamin Saft,,200.0,76.0,0.86,20.06,0.3,0.1,20.06,0.38,0.0043,0.1003,0.0015,0.0005
2024-02-24,FrÃ¼hstÃ¼ck,product,Mozzarella,M Budget,200.0,488.0,38.0,3.0,36.0,0.0,3.0,2.44,0.19,0.015,0.18,0.0
2024-02-24,Mittagessen,product,Multivitamin Saft,,170.0,64.6,0.73,17.05,0.26,0.09,17.05,0.38,0.00429,0.10029,0.00153,0.00053
2024-02-24,Abendessen,product,Dürüm Döner,,400.0,700.0,44.0,72.0,28.0,0.0,0.0,1.75,0.11,0.18,0.07,0.0
2024-02-24,FrÃ¼hstÃ¼ck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-02-25,Snack,product,Tete de Moin Rosetten,Migros,120.0,498.0,30.0,0.6,42.0,0.0,0.6,4.15,0.25,0.005,0.35,0.0
2024-02-25,Snack,product,Orangensaft,Granini,200.0,84.0,1.6,17.6,0.0,0.0,17.0,0.42,0.008,0.088,0.0,0.0
2024-02-25,Abendessen,product,Reibkäse,M-Budget,60.0,207.0,20.4,0.3,13.8,0.0,0.0,3.45,0.34,0.005,0.23,0.0
2024-02-25,Snack,recipe,Himmlische Apfeltorte,,0.0,216.68,1.15,25.38,11.75,1.91,9.92,0,0,0,0,0
2024-02-25,Abendessen,recipe,Poulet Gehacktes mit Linsennudeln,,0.0,623.07,55.12,57.1,17.39,7.9,6.94,0,0,0,0,0
2024-02-26,FrÃ¼hstÃ¼ck,product,Tete de Moin Rosetten,Migros,88.0,365.2,22.0,0.44,30.8,0.0,0.44,4.15,0.25,0.005,0.35,0.0
2024-02-26,FrÃ¼hstÃ¼ck,product,Urdinkelbrot,Migros,85.0,214.2,9.35,35.7,2.81,4.42,2.89,2.52,0.11,0.42,0.03306,0.052
2024-02-26,Snack,product,White chocolate almond ,Barebells,110.0,400.4,39.6,31.9,16.5,7.7,2.42,3.64,0.36,0.29,0.15,0.07
2024-02-26,Snack,product,Thon tonno ,Coop Betty Bossi,120.0,186.18,8.0,16.73,9.45,0.0,0.0,1.5515,0.06667,0.13942,0.07875,0.0
2024-02-26,Mittagessen,recipe,Poulet nudeln,,0.0,677.15,49.92,71.94,17.33,3.73,7.32,0,0,0,0,0
2024-02-27,Abendessen,product,"Crevettes, en boîte",,100.0,100.0,20.42,0.0,1.36,0.0,0.0,1.0,0.2042,0.0,0.0136,0.0
2024-02-27,Abendessen,product,Blumenkohlauflauf mit Käse ,Selbstgemacht,250.0,550.0,35.77,16.75,36.85,0.0,0.0,2.2,0.14308,0.067,0.1474,0.0
2024-02-27,FrÃ¼hstÃ¼ck,product,Tete de Moin Rosetten,Migros,70.0,290.5,17.5,0.35,24.5,0.0,0.35,4.15,0.25,0.005,0.35,0.0
2024-02-27,FrÃ¼hstÃ¼ck,product,Säntis bergkäse,Migros,40.0,149.2,11.2,0.04,11.6,0.0,0.0,3.73,0.28,0.001,0.29,0.0
2024-02-27,FrÃ¼hstÃ¼ck,product,Joghurt Mocca,Migros,180.0,172.8,6.48,24.25,5.63,0.0,22.55,0.96,0.036,0.13472,0.03128,0.0
2024-02-27,Mittagessen,product,Thon tonno ,Coop Betty Bossi,120.0,186.18,8.0,16.73,9.45,0.0,0.0,1.5515,0.06667,0.13942,0.07875,0.0
2024-02-27,Mittagessen,product,Poulet Tartare,Betty Bossi,235.0,622.75,18.57,61.1,32.9,4.23,3.76,2.65,0.07902,0.26,0.14,0.018
2024-02-27,Mittagessen,product,White chocolate almond ,Barebells,55.0,200.2,19.8,15.95,8.25,3.85,1.21,3.64,0.36,0.29,0.15,0.07
2024-02-28,FrÃ¼hstÃ¼ck,product,Mozzarella,Carboni,240.0,590.4,45.6,2.4,45.6,0.0,2.4,2.46,0.19,0.01,0.19,0.0
2024-02-28,Snack,product,Butterlaugebrezel,Mensa,70.0,241.5,5.46,36.4,8.19,0.0,0.0,3.45,0.078,0.52,0.117,0.0
2024-02-28,Mittagessen,product,FelFel Chimichurri Chicken,Felfel,450.0,634.5,32.85,54.0,31.05,0.0,13.95,1.41,0.073,0.12,0.069,0.0
2024-02-28,Abendessen,product,Felfel Le Gruyère,Le Gruyère,100.0,415.0,33.0,1.0,31.0,0.0,0.0,4.15,0.33,0.01,0.31,0.0
2024-02-28,Abendessen,product,FelFel Chimichurri Chicken,Felfel,450.0,634.5,32.85,54.0,31.05,0.0,13.95,1.41,0.073,0.12,0.069,0.0
2024-02-29,Mittagessen,product,Butterlaugebrezel,Mensa,70.0,241.5,5.46,36.4,8.19,0.0,0.0,3.45,0.078,0.52,0.117,0.0
2024-02-29,Snack,product,Blanc weisse schokolade,Cailler,21.0,116.55,1.13,12.52,6.87,0.0,12.52,5.55,0.05381,0.59619,0.32714,0.0
2024-02-29,Abendessen,product,Dürüm Döner,,560.0,980.0,61.6,100.8,39.2,0.0,0.0,1.75,0.11,0.18,0.07,0.0
2024-02-29,Mittagessen,recipe,Poulet nudeln,,0.0,677.15,49.92,71.94,17.33,3.73,7.32,0,0,0,0,0
2024-02-29,FrÃ¼hstÃ¼ck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-03-01,Mittagessen,product,Wildreis(gekocht),Globus,270.0,337.5,12.96,67.5,1.35,0.0,1.35,1.25,0.048,0.25,0.005,0.0
2024-03-01,Mittagessen,product,Putenfleisch,Pute,300.0,465.0,62.7,1.2,23.1,0.0,0.0,1.55,0.209,0.004,0.077,0.0
2024-03-01,Mittagessen,product,"Brokkoli (Broccoli), gekocht",,300.0,81.0,8.4,6.09,0.6,8.19,6.09,0.27,0.028,0.0203,0.002,0.0273
2024-03-01,Snack,product,Butterlaugebrezel,Mensa,70.0,241.5,5.46,36.4,8.19,0.0,0.0,3.45,0.078,0.52,0.117,0.0
2024-03-01,Abendessen,product,Käseknöpfle,Knöpfle,300.0,420.0,16.5,78.0,7.5,0.0,0.0,1.4,0.055,0.26,0.025,0.0
2024-03-01,FrÃ¼hstÃ¼ck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-03-02,Mittagessen,product,Cordon bleu (aus Schweinefleisch),,165.0,364.65,36.76,15.11,16.9,1.15,1.82,2.21,0.22279,0.09158,0.10242,0.00697
2024-03-02,Mittagessen,product,Kartoffelgratin (überbacken),,250.0,425.0,13.62,30.92,26.65,2.27,3.35,1.7,0.05448,0.12368,0.1066,0.00908
2024-03-02,Abendessen,product,Spaghetti Bolognese,,150.0,214.5,9.23,31.23,5.24,1.72,0.84,1.43,0.06153,0.2082,0.03493,0.01147
2024-03-02,Abendessen,product,Spaghetti Carbonara,,150.0,286.5,12.08,38.58,7.96,2.25,1.38,1.91,0.08053,0.2572,0.05307,0.015
2024-03-02,Snack,product,"Saft vom Fass, alkohilfrei",Möhl,500.0,90.0,0.5,21.0,0.0,0.5,0.0,0.18,0.001,0.042,0.0,0.001
2024-03-02,Snack,product,Rio doro Tropical bay,Rio d'Oro (Aldi),200.0,78.0,1.0,18.6,1.0,0.0,18.6,0.39,0.005,0.093,0.005,0.0
2024-03-02,FrÃ¼hstÃ¼ck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-03-03,Mittagessen,product,Knöpfli wie Hausgemacht,Migros,60.0,94.2,4.2,15.6,1.5,0.6,0.54,1.57,0.07,0.26,0.025,0.01
2024-03-03,Mittagessen,product,Mozzarella,M Budget,248.0,605.12,47.12,3.72,44.64,0.0,3.72,2.44,0.19,0.015,0.18,0.0
2024-03-03,Abendessen,product,Magertopfen,S-Budget (Spar),230.0,165.6,32.2,9.43,1.15,0.0,9.43,0.72,0.14,0.041,0.005,0.0
2024-03-03,Abendessen,product,Kartoffeln roh,,400.0,308.0,8.0,64.0,0.4,8.0,4.0,0.77,0.02,0.16,0.001,0.02
2024-03-03,FrÃ¼hstÃ¼ck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-03-04,Abendessen,product,Thon tonno ,Coop Betty Bossi,120.0,186.18,8.0,16.73,9.45,0.0,0.0,1.5515,0.06667,0.13942,0.07875,0.0
2024-03-04,Abendessen,product,White chocolate almond ,Barebells,55.0,200.2,19.8,15.95,8.25,3.85,1.21,3.64,0.36,0.29,0.15,0.07
2024-03-04,FrÃ¼hstÃ¼ck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-03-04,Mittagessen,recipe,Ghackets mit Härdöpfelstock,,0.0,885.85,59.46,5.98,68.86,1.94,5.07,0,0,0,0,0
2024-03-05,Abendessen,product,Ciabatta Poulet,Coop,245.0,666.4,19.36,73.5,31.85,0.0,0.0,2.72,0.07902,0.3,0.13,0.0
2024-03-05,Snack,product,White chocolate almond ,Barebells,55.0,200.2,19.8,15.95,8.25,3.85,1.21,3.64,0.36,0.29,0.15,0.07
2024-03-05,Snack,product,Isoclear,ESN,30.0,103.5,24.0,0.75,0.0,0.0,0.0,3.45,0.8,0.025,0.0,0.0
2024-03-05,FrÃ¼hstÃ¼ck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-03-05,Mittagessen,recipe,Poulet nudeln,,0.0,677.15,49.92,71.94,17.33,3.73,7.32,0,0,0,0,0
2024-03-06,Abendessen,product,Hüttenkäse,Migros M Budget,270.0,234.9,27.0,7.29,10.8,1.35,4.59,0.87,0.1,0.027,0.04,0.005
2024-03-06,Abendessen,product,Tilsiter mild,Tilsiter,60.0,207.0,15.0,0.3,16.2,0.0,0.06,3.45,0.25,0.005,0.27,0.0
2024-03-06,Snack,product,Pouletstreifen,Migros,150.0,213.0,40.5,0.75,5.4,1.5,0.75,1.42,0.27,0.005,0.036,0.01
2024-03-06,Mittagessen,product,Kartoffelstock ,Selbergemacht,250.0,257.5,5.17,29.5,13.0,0.0,0.0,1.03,0.02068,0.118,0.052,0.0
2024-03-06,Mittagessen,product,"Rotkohl (Blaukraut), gekocht",,300.0,75.0,4.08,9.66,0.48,7.05,9.45,0.25,0.0136,0.0322,0.0016,0.0235
2024-03-06,Snack,product,Protein bar Haselnuss & Nougat,Barebells,55.0,205.7,19.8,15.95,8.8,2.92,1.43,3.74,0.36,0.29,0.16,0.05309
2024-03-06,Mittagessen,recipe,Ghackets mit Härdöpfelstock,,0.0,442.93,29.73,2.99,34.43,0.97,2.54,0,0,0,0,0
2024-03-06,FrÃ¼hstÃ¼ck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-03-07,Snack,product,Mandelgipfel,Bäcker,40.0,146.8,3.48,14.24,8.64,0.0,3.48,3.67,0.087,0.356,0.216,0.0
2024-03-07,Abendessen,product,Butterlaugebrezel,Mensa,70.0,241.5,5.46,36.4,8.19,0.0,0.0,3.45,0.078,0.52,0.117,0.0
2024-03-07,Snack,product,Mozzarella,Alfredo,200.0,522.0,42.0,3.0,38.0,0.0,3.0,2.61,0.21,0.015,0.19,0.0
